birth_date,card_id,enrollment_end_date,enrollment_start_date,first_name,gender,last_name
1957-03-18,ID07761712992,2020-04-28,2018-03-01,Betty,F,Gibson
1993-03-06,ID07831305106,2017-12-01,2017-06-01,Lindsey,F,Lopez
1993-03-06,ID07831305106,2999-12-31,2018-09-01,Lindsey,F,Lopez
1966-05-25,ID07904357004,2999-12-31,2018-05-01,Henrietta,F,Fitch
1971-09-30,ID07938890505,2999-12-31,2020-05-01,Nathan,M,Mckay
1948-05-20,ID07993569520,2999-12-31,2019-02-01,Mitzi,F,Gist
1963-06-30,ID07998568810,2020-02-28,2018-10-01,Barbara,F,Sydow
1961-03-06,ID08145467051,2999-12-31,2020-03-01,William,M,Alexader
1961-03-06,ID08145467051,2019-06-01,2018-12-01,William,M,Alexader
1985-06-17,ID08169301436,2999-12-31,2019-02-01,Bruce,M,Neal
1985-06-17,ID08169301436,2018-05-01,2017-11-01,Bruce,M,Neal
1972-11-19,ID08172405833,2020-02-28,2018-09-01,Christena,F,Skinner
1965-10-01,ID08193609230,2999-12-31,2018-07-01,Priscilla,F,Garcia
1961-04-02,ID08274597955,2999-12-31,2018-10-01,Tonya,F,Chavez
1970-11-17,ID08288317616,2999-12-31,2019-07-01,Susie,F,Borg
1964-02-05,ID08308530261,2020-07-28,2019-07-01,Laura,F,Frazier
1956-02-24,ID08337574028,2999-12-31,2019-10-01,Pamela,F,Hayes
1972-01-13,ID08337804392,2020-06-28,2020-08-01,David,M,Garrett
1975-02-22,ID08409325152,2999-12-31,2019-03-01,Clara,F,Schenck
1953-01-29,ID08425142554,2019-10-01,2019-04-01,Lola,F,Carson
1953-01-29,ID08425142554,2020-02-28,2020-07-01,Lola,F,Carson
1965-05-08,ID08428899242,2020-05-28,2020-03-01,Tomiko,F,Ulloa
1965-01-23,ID08456077402,2020-05-28,2019-06-01,Mamie,F,Erdman
1965-01-23,ID08456077402,2018-09-01,2018-03-01,Mamie,F,Erdman
1973-02-14,ID08466926716,2999-12-31,2020-09-01,Jaime,M,Smith
1968-04-19,ID08470290644,2020-01-28,2020-06-01,Dorothy,F,Kennedy
1952-08-31,ID08470913837,2020-07-28,2020-02-01,Michael,M,Locklear
1970-03-22,ID08471811481,2999-12-31,2019-07-01,Ella,F,Ozzella
1975-09-03,ID08545887845,2020-01-28,2020-04-01,Marie,F,Stillwell
1975-09-03,ID08545887845,2019-07-01,2019-01-01,Marie,F,Stillwell
1970-12-19,ID08567236111,2999-12-31,2020-04-01,Carol,F,Diamond
1959-02-01,ID08580459547,2019-11-01,2019-05-01,Candice,F,Fleming
1959-02-01,ID08580459547,2020-05-28,2020-08-01,Candice,F,Fleming
1955-08-27,ID08693246579,2020-01-01,2019-07-01,Maria,F,Brubaker
1955-08-27,ID08693246579,2999-12-31,2020-10-01,Maria,F,Brubaker
1966-01-29,ID08701789046,2999-12-31,2018-01-01,Tyler,M,Dumas
1966-01-29,ID08701789046,2017-04-01,2016-10-01,Tyler,M,Dumas
1973-08-28,ID08712184331,2999-12-31,2020-01-01,Valerie,F,Heath
1962-09-09,ID08740752344,2020-06-28,2020-05-01,Tony,M,Olsen
1962-09-09,ID08740752344,2019-08-01,2019-02-01,Tony,M,Olsen
1969-05-10,ID08796440720,2018-04-01,2017-10-01,Sharon,F,Mayorga
1969-05-10,ID08796440720,2999-12-31,2019-01-01,Sharon,F,Mayorga
1972-11-17,ID08852275167,2020-01-28,2020-05-01,Janice,F,Rupp
1979-03-27,ID08891489039,2020-04-28,2020-09-01,Kimberly,F,Adcock
1977-12-23,ID08898697767,2999-12-31,2018-03-01,Theresa,F,Kohler
1955-06-15,ID08899799758,2020-07-28,2020-01-01,Andrew,M,Polo
1964-10-30,ID08916313805,2017-11-01,2017-05-01,Patricia,F,Joyner
1964-10-30,ID08916313805,2020-01-28,2018-08-01,Patricia,F,Joyner
1968-11-07,ID08929297981,2999-12-31,2019-01-01,Mary,F,Gibson
1966-04-14,ID08946321216,2020-03-28,2019-03-01,Jill,F,Jenkins
1967-01-08,ID08948785516,2999-12-31,2018-01-01,Jim,M,Baez
1967-01-08,ID08948785516,2017-04-01,2016-10-01,Jim,M,Baez
1955-11-10,ID08973029392,2999-12-31,2020-10-01,Jason,M,Taylor
1970-02-15,ID08976581757,2999-12-31,2020-09-01,Cynthia,F,Milosevic
1958-04-19,ID08991935988,2999-12-31,2019-09-01,Jay,M,Schweinfurth
1975-01-25,ID09034257301,2999-12-31,2018-07-01,Donna,F,Lance
1957-01-15,ID09040469005,2999-12-31,2018-03-01,Christina,F,Reynolds
1969-03-30,ID09060855758,2020-02-28,2018-06-01,Hayden,M,Rinkel
1963-04-22,ID09070721316,2999-12-31,2020-07-01,Jerry,M,Joyner
1963-04-22,ID09070721316,2019-10-01,2019-04-01,Jerry,M,Joyner
1963-03-28,ID09081474917,2020-05-28,2018-02-01,Linda,F,Lee
1963-03-28,ID09081474917,2017-05-01,2016-11-01,Linda,F,Lee
1977-11-03,ID09084915783,2999-12-31,2018-06-01,Edgardo,M,Dominguez
1967-08-11,ID09091823504,2999-12-31,2018-03-01,Marjorie,F,Carr
1973-10-23,ID09174309881,2999-12-31,2020-02-01,Betsy,F,Ross
1972-05-21,ID09194250774,2999-12-31,2019-03-01,Martha,F,Fredrickson
1950-10-25,ID09198356835,2999-12-31,2018-10-01,Charles,M,Mooney
1962-06-06,ID09215064214,2999-12-31,2018-05-01,Albert,M,Shaw
1975-07-20,ID09218859948,2018-07-01,2018-01-01,Tanisha,F,Smith
1975-07-20,ID09218859948,2999-12-31,2019-04-01,Tanisha,F,Smith
1968-03-29,ID09243946831,2017-11-01,2017-05-01,Edgar,M,Naccarato
1968-03-29,ID09243946831,2999-12-31,2018-08-01,Edgar,M,Naccarato
1959-03-15,ID09279333567,2019-06-01,2018-12-01,Frieda,F,Snyder
1959-03-15,ID09279333567,2020-07-28,2020-03-01,Frieda,F,Snyder
1958-02-10,ID09384738054,2017-11-01,2017-05-01,Richard,M,Cathey
1958-02-10,ID09384738054,2020-07-28,2018-08-01,Richard,M,Cathey
1977-03-03,ID09448240241,2020-06-28,2020-08-01,John,M,Cam
1953-03-29,ID09448608747,2018-04-01,2017-10-01,Jim,M,Phillips
1953-03-29,ID09448608747,2020-07-28,2019-01-01,Jim,M,Phillips
1966-08-24,ID09494760156,2020-02-28,2018-09-01,Lillian,F,Hawkins
1972-11-03,ID09504562308,2999-12-31,2020-03-01,Russell,M,Rogers
1971-06-03,ID09514997733,2020-07-28,2020-03-01,Ellen,F,Onks
1980-06-06,ID09521858391,2999-12-31,2019-01-01,Stuart,M,Bright
1951-06-23,ID09528425753,2999-12-31,2019-09-01,Charles,M,Watt
1954-06-22,ID09584045152,2020-04-28,2020-03-01,Teresa,F,Phillips
1954-07-10,ID09593260759,2999-12-31,2019-04-01,Ed,M,Russell
1960-04-30,ID09645661670,2999-12-31,2018-01-01,Bruce,M,Beck
1962-11-29,ID09667232011,2999-12-31,2018-02-01,Diane,F,Wingfield
1962-11-29,ID09667232011,2017-05-01,2016-11-01,Diane,F,Wingfield
1992-09-29,ID09696996123,2020-02-28,2019-01-01,Linda,F,Espinoza
1975-11-05,ID09698732572,2020-01-28,2020-08-01,Joey,M,Mckeighan
1974-08-03,ID09725566541,2999-12-31,2018-04-01,Ronald,M,Main
1982-05-28,ID09743629719,2999-12-31,2019-04-01,Richard,M,Williamson
2001-11-23,ID09822891899,2020-05-28,2018-02-01,Carol,F,Collier
1959-03-23,ID09828999549,2020-02-28,2020-04-01,Violet,F,Coleman
1950-06-12,ID09863293397,2999-12-31,2020-09-01,Magda,F,Vanetten
1950-06-12,ID09863293397,2019-12-01,2019-06-01,Magda,F,Vanetten
1972-09-13,ID09890638031,2020-04-28,2020-07-01,Kristi,F,Trainer
1974-06-13,ID09910634563,2999-12-31,2019-10-01,Carolyn,F,Almaguer
1972-01-21,ID09921274207,2999-12-31,2020-10-01,Jennifer,F,Doyle
1960-12-22,ID09965727051,2020-01-28,2019-05-01,Yvonne,F,Simms
1979-08-30,ID09975450101,2999-12-31,2020-05-01,Henry,M,Lymon
1972-01-03,ID10005028705,2020-06-28,2019-06-01,Luis,M,Horner
1951-06-23,ID10015178060,2999-12-31,2020-09-01,David,M,Gomez
1967-03-06,ID10047067549,2999-12-31,2020-02-01,Maria,F,King
1958-08-27,ID10058615616,2019-04-01,2018-10-01,Lawrence,M,Martin
1958-08-27,ID10058615616,2020-04-28,2020-01-01,Lawrence,M,Martin
1970-05-14,ID10062530332,2999-12-31,2019-03-01,Kathleen,F,Harris
1969-10-10,ID10112837702,2020-03-28,2019-03-01,Eladia,F,Hayes
1969-10-10,ID10112837702,2018-06-01,2017-12-01,Eladia,F,Hayes
1954-01-13,ID10118842368,2999-12-31,2020-01-01,Gena,F,Keller
1954-04-02,ID10127563916,2020-05-28,2019-08-01,Paul,M,Haworth
1949-06-21,ID10150036353,2020-03-28,2018-07-01,Jose,M,Daniels
1949-06-21,ID10150036353,2017-10-01,2017-04-01,Jose,M,Daniels
1972-09-30,ID10158047251,2019-10-01,2019-04-01,James,M,Niece
1972-09-30,ID10158047251,2020-03-28,2020-07-01,James,M,Niece
1955-08-23,ID10164847490,2017-12-01,2017-06-01,William,M,Willis
1955-08-23,ID10164847490,2999-12-31,2018-09-01,William,M,Willis
1969-04-27,ID10174867743,2020-07-28,2020-07-01,Don,M,Joesph
1972-09-14,ID10215672676,2999-12-31,2020-01-01,Robert,M,Finwall
1972-09-14,ID10215672676,2019-04-01,2018-10-01,Robert,M,Finwall
1971-01-25,ID10215987476,2020-06-28,2019-01-01,Elwood,M,Warren
1982-09-24,ID10222138156,2020-02-28,2018-07-01,Lupe,F,Bardwell
1968-03-11,ID10258659948,2020-05-28,2018-10-01,Jerome,M,Ruppe
1968-03-11,ID10258659948,2018-01-01,2017-07-01,Jerome,M,Ruppe
1954-04-13,ID10321432789,2999-12-31,2018-08-01,Carlos,M,Lee
1983-11-14,ID10326966309,2018-05-01,2017-11-01,Rachael,F,Alexander
1983-11-14,ID10326966309,2999-12-31,2019-02-01,Rachael,F,Alexander
1958-01-21,ID10359626138,2018-06-01,2017-12-01,Chester,M,Shaw
1958-01-21,ID10359626138,2999-12-31,2019-03-01,Chester,M,Shaw
1948-08-19,ID10370540825,2999-12-31,2018-10-01,Kimberly,F,Morgan
1948-08-19,ID10370540825,2018-01-01,2017-07-01,Kimberly,F,Morgan
1955-03-27,ID10405177667,2999-12-31,2020-02-01,Ruth,F,Walker
1956-02-29,ID10426284362,2020-02-28,2020-03-01,Victoria,F,Tribble
1956-02-29,ID10426284362,2019-06-01,2018-12-01,Victoria,F,Tribble
1967-04-25,ID10439667944,2020-04-28,2018-02-01,Vertie,F,Sanchez
1959-03-31,ID10440961432,2020-05-28,2018-06-01,Bertha,F,Brady
1958-09-07,ID10464890708,2020-01-28,2019-03-01,Shin,F,Parker
1965-04-06,ID10466862236,2999-12-31,2018-07-01,Van,M,Mascaro
1965-04-06,ID10466862236,2017-10-01,2017-04-01,Van,M,Mascaro
1964-08-06,ID10493731710,2017-06-01,2016-12-01,Jessica,F,Burke
1964-08-06,ID10493731710,2020-04-28,2018-03-01,Jessica,F,Burke
1971-09-27,ID10505114217,2020-06-28,2018-07-01,Debora,F,Clark
1968-02-01,ID10549052428,2020-01-28,2020-06-01,Patricia,F,Huland
1969-11-22,ID10617678129,2999-12-31,2019-07-01,James,M,Orellana
1968-06-25,ID10618665126,2999-12-31,2018-10-01,Virginia,F,Hall
1973-02-25,ID10645569582,2999-12-31,2020-03-01,Candace,F,Thomas
1973-02-25,ID10645569582,2019-06-01,2018-12-01,Candace,F,Thomas
1962-04-03,ID10677730423,2020-01-28,2019-10-01,Ora,F,Kirkland
1963-02-11,ID10685176743,2020-07-28,2019-06-01,Christen,F,Ryan
1978-10-07,ID10695027194,2020-05-28,2019-09-01,Don,M,Fogarty
1967-10-26,ID10732499327,2020-02-28,2018-08-01,Melisa,F,Bruff
1957-03-15,ID10783895414,2999-12-31,2020-06-01,Thomas,M,Chisolm
1964-09-01,ID10794236930,2019-06-01,2018-12-01,Ellen,F,Arriola
1964-09-01,ID10794236930,2020-06-28,2020-03-01,Ellen,F,Arriola
1951-06-24,ID10797571161,2999-12-31,2018-05-01,Susanne,F,Scoggins
1954-08-09,ID10885254376,2999-12-31,2020-09-01,Yolanda,F,Moss
1958-03-05,ID10921214889,2020-03-28,2018-09-01,Jacquline,F,Scott
1970-03-21,ID10957564010,2999-12-31,2019-07-01,Sonya,F,Grissom
1958-04-03,ID11022937597,2999-12-31,2019-02-01,Tara,F,Sanders
1965-04-25,ID11030941605,2999-12-31,2020-01-01,Giovanna,F,White
1967-09-04,ID11073701867,2999-12-31,2018-07-01,Gloria,F,Tibbetts
1952-11-18,ID11106214126,2020-02-28,2020-05-01,Ilse,F,Stone
1977-07-07,ID11134240837,2018-06-01,2017-12-01,Susan,F,Sealy
1977-07-07,ID11134240837,2020-07-28,2019-03-01,Susan,F,Sealy
1957-08-08,ID11169988635,2020-01-28,2019-04-01,Justin,M,Trigg
1968-09-20,ID11184057107,2999-12-31,2019-04-01,Jeremy,M,Martinez
1967-01-23,ID11215556200,2999-12-31,2019-04-01,Catherine,F,Raines
1967-01-23,ID11215556200,2018-07-01,2018-01-01,Catherine,F,Raines
1958-02-20,ID11237999745,2020-05-28,2018-09-01,Carla,F,Kimball
1964-10-18,ID11243177394,2999-12-31,2019-10-01,Kimberly,F,Bellows
1989-07-01,ID11265346858,2020-02-28,2018-08-01,Shirley,F,Gilley
1969-02-22,ID11272158964,2999-12-31,2020-02-01,Ella,F,Davis
1950-10-30,ID11290454396,2999-12-31,2019-01-01,Felipe,M,Rice
1952-11-01,ID11291314384,2020-03-28,2019-04-01,Shannon,F,Flack
1960-06-20,ID11308972098,2999-12-31,2019-08-01,Marsha,F,Merrill
1998-12-07,ID11330654434,2999-12-31,2020-04-01,Stephen,M,Phillips
1998-12-07,ID11330654434,2019-07-01,2019-01-01,Stephen,M,Phillips
1973-08-26,ID11330790865,2020-07-28,2018-03-01,Linda,F,Chard
1973-08-26,ID11330790865,2017-06-01,2016-12-01,Linda,F,Chard
1962-07-08,ID11342131727,2018-09-01,2018-03-01,Sofia,F,Sheffer
1962-07-08,ID11342131727,2020-05-28,2019-06-01,Sofia,F,Sheffer
1961-10-26,ID11349662884,2999-12-31,2018-10-01,Erinn,F,Wilbanks
1959-08-08,ID11369788874,2020-05-28,2018-04-01,James,M,Matthews
1960-04-04,ID11370580114,2999-12-31,2020-04-01,Rose,F,Jenkins
1972-01-12,ID11411228749,2020-02-28,2018-03-01,Paula,F,Burr
1951-10-22,ID11419267097,2019-10-01,2019-04-01,David,M,Yang
1951-10-22,ID11419267097,2020-07-28,2020-07-01,David,M,Yang
1973-11-08,ID11502613625,2999-12-31,2019-04-01,Johanna,F,Worthy
1954-05-10,ID11502717756,2020-01-28,2020-04-01,Chris,M,Lantz
1949-05-31,ID11568826891,2020-01-28,2018-04-01,Brittany,F,Turner
1953-02-01,ID11644084771,2020-02-28,2020-04-01,Judy,F,Cota
1946-05-19,ID11755286378,2020-01-28,2019-02-01,Ross,M,Sparks
1946-05-19,ID11755286378,2018-05-01,2017-11-01,Ross,M,Sparks
1957-09-17,ID11814510239,2999-12-31,2018-01-01,Wm,M,Saucedo
1957-09-17,ID11814510239,2017-04-01,2016-10-01,Wm,M,Saucedo
1955-08-01,ID11823186777,2999-12-31,2018-03-01,Donna,F,Hewson
1972-08-19,ID11907463059,2017-07-01,2017-01-01,Charles,M,Harris
1972-08-19,ID11907463059,2999-12-31,2018-04-01,Charles,M,Harris
1984-11-26,ID12001420285,2018-08-01,2018-02-01,Matthew,M,Saylor
1984-11-26,ID12001420285,2020-07-28,2019-05-01,Matthew,M,Saylor
1967-08-01,ID12091126398,2017-04-01,2016-10-01,Nettie,F,Bellomy
1967-08-01,ID12091126398,2020-02-28,2018-01-01,Nettie,F,Bellomy
1963-12-22,ID12095686523,2999-12-31,2020-09-01,Catherine,F,Vass
1967-12-02,ID12110864876,2020-02-28,2020-09-01,Carole,F,Cronin
1963-10-07,ID12140010552,2020-03-28,2018-01-01,Mildred,F,Silva
1968-06-14,ID12146427784,2018-05-01,2017-11-01,Mario,M,Knox
1968-06-14,ID12146427784,2999-12-31,2019-02-01,Mario,M,Knox
1957-08-18,ID12189172961,2020-07-28,2020-04-01,Sara,F,Villarreal
1964-03-11,ID12210095881,2020-04-28,2020-09-01,Lona,F,Hill
1947-07-04,ID12234551840,2999-12-31,2020-05-01,Shirley,F,Bates
1957-12-01,ID12257844365,2999-12-31,2019-03-01,Crystal,F,Mccoggle
1952-07-25,ID12281949990,2018-06-01,2017-12-01,Patricia,F,Ruiz
1952-07-25,ID12281949990,2020-05-28,2019-03-01,Patricia,F,Ruiz
1966-09-30,ID12289991941,2999-12-31,2020-02-01,Diane,F,Merrill
1972-07-01,ID12302998962,2020-07-28,2018-06-01,Janet,F,Williams
1965-06-03,ID12346766453,2019-12-01,2019-06-01,Roy,M,Pierre
1965-06-03,ID12346766453,2999-12-31,2020-09-01,Roy,M,Pierre
1979-01-22,ID12382406441,2020-01-28,2018-08-01,Helen,F,Ostrowski
1978-03-21,ID12469170762,2019-07-01,2019-01-01,Bethany,F,Tracy
1978-03-21,ID12469170762,2999-12-31,2020-04-01,Bethany,F,Tracy
1953-09-06,ID12476628591,2020-03-28,2019-05-01,Monique,F,Santarpia
1964-02-06,ID12555279675,2999-12-31,2019-03-01,Juanita,F,Sullivan
1965-09-26,ID12602127882,2020-02-28,2020-01-01,Nicholas,M,Pfeffer
1965-09-26,ID12602127882,2019-04-01,2018-10-01,Nicholas,M,Pfeffer
1981-06-25,ID12627500912,2020-02-28,2019-03-01,Carol,F,Quivers
1964-09-02,ID12629170133,2999-12-31,2020-04-01,Rebecca,F,Leedom
1959-09-28,ID12631503554,2999-12-31,2020-09-01,Carlton,M,Smith
1959-10-13,ID12662407508,2999-12-31,2019-09-01,Terri,F,Cook
1966-10-02,ID12667241543,2020-06-28,2018-02-01,Debra,F,Reese
1966-10-02,ID12667241543,2017-05-01,2016-11-01,Debra,F,Reese
1968-04-26,ID12684040551,2999-12-31,2019-08-01,Kimberly,F,Chalmers
1968-04-26,ID12684040551,2018-11-01,2018-05-01,Kimberly,F,Chalmers
1956-08-17,ID12736769977,2020-06-28,2019-01-01,Janice,F,Part
1972-05-05,ID12744188863,2020-04-28,2019-04-01,Carol,F,Booker
1997-05-22,ID12766260911,2017-12-01,2017-06-01,Stephanie,F,Espinoza
1997-05-22,ID12766260911,2020-06-28,2018-09-01,Stephanie,F,Espinoza
1964-03-22,ID12799191930,2999-12-31,2018-09-01,Maxine,F,Dunn
1962-09-09,ID12823283397,2999-12-31,2019-09-01,Steven,M,Hall
1966-04-15,ID12829423778,2020-04-28,2019-06-01,Margie,F,Kearse
1971-12-03,ID12830889924,2999-12-31,2018-09-01,Dolores,F,Johnson
1974-03-29,ID12854355149,2999-12-31,2018-09-01,Judy,F,Savage
1953-08-26,ID12864062732,2999-12-31,2018-03-01,Tabitha,F,Manheim
1957-07-12,ID12885640798,2999-12-31,2018-03-01,Candace,F,Crick
1965-02-22,ID12901492187,2020-01-28,2019-10-01,Justine,F,Nieves
1994-05-17,ID12970595591,2020-02-28,2018-08-01,Alice,F,Dugas
1973-10-17,ID12982642358,2020-04-28,2019-03-01,Rodney,M,Johnson
1970-04-27,ID13052023097,2999-12-31,2020-07-01,Virginia,F,Boyd
1963-07-13,ID13054054260,2020-05-28,2018-03-01,Deborah,F,Goss
1964-04-10,ID13163614844,2999-12-31,2020-02-01,Ada,F,Hathaway
1971-01-18,ID13199510957,2999-12-31,2019-06-01,Stacey,F,Herman
1960-03-19,ID13259646575,2020-07-28,2019-02-01,Willard,M,Grieco
1966-03-23,ID13265507090,2999-12-31,2018-08-01,Maria,F,Kail
1966-03-23,ID13265507090,2017-11-01,2017-05-01,Maria,F,Kail
1960-03-03,ID13309767386,2999-12-31,2018-05-01,Enrique,M,Poland
1977-03-13,ID13314557733,2020-04-28,2020-07-01,Freda,F,Rakel
1969-05-26,ID13341069258,2020-01-28,2018-10-01,Dave,M,Deloach
1966-09-24,ID13390642323,2020-02-28,2019-08-01,Michelle,F,Desmond
1949-06-15,ID13437312182,2018-01-01,2017-07-01,Tanya,F,Crouch
1949-06-15,ID13437312182,2999-12-31,2018-10-01,Tanya,F,Crouch
1993-07-09,ID13438027226,2999-12-31,2018-08-01,Jean,F,Robison
1993-07-09,ID13438027226,2017-11-01,2017-05-01,Jean,F,Robison
1976-07-28,ID13454496607,2020-05-28,2018-02-01,Elizabeth,F,Meltzer
1966-07-28,ID13457390292,2020-07-28,2020-02-01,Tonya,F,Small
1962-08-13,ID13469827668,2999-12-31,2018-03-01,Esther,F,Palma
1962-08-13,ID13469827668,2017-06-01,2016-12-01,Esther,F,Palma
1969-12-20,ID13519179422,2020-02-28,2018-07-01,Rebecca,F,Mckenzie
1967-07-02,ID13523932315,2020-06-28,2019-07-01,Christopher,M,Carter
1955-09-04,ID13526689124,2020-05-28,2019-01-01,Ronnie,M,Cosgrove
1969-10-03,ID13527292994,2020-07-28,2018-10-01,Russell,M,Wylie
1948-10-28,ID13541234255,2018-09-01,2018-03-01,Denise,F,Allen
1948-10-28,ID13541234255,2999-12-31,2019-06-01,Denise,F,Allen
1961-04-30,ID13565591838,2020-06-28,2020-07-01,Susan,F,Perrone
1968-10-16,ID13605855088,2020-02-28,2018-04-01,Helen,F,Weaver
1975-07-22,ID13629971730,2018-09-01,2018-03-01,Pamela,F,Hatley
1975-07-22,ID13629971730,2999-12-31,2019-06-01,Pamela,F,Hatley
1977-05-30,ID13689580556,2020-03-28,2018-02-01,Theresa,F,Hasson
1957-06-01,ID13705274172,2999-12-31,2019-08-01,Kristen,F,Fite
1970-01-23,ID13709672669,2020-07-28,2018-09-01,David,M,Chapman
1948-11-12,ID13710233172,2999-12-31,2020-01-01,Joel,M,Nolte
1965-06-26,ID13720142473,2999-12-31,2020-08-01,Jana,F,Vanhoose
1957-04-17,ID13733424928,2020-03-28,2019-01-01,Carolyn,F,Jackson
1958-07-30,ID13759279010,2019-12-01,2019-06-01,Leslie,F,Pletcher
1958-07-30,ID13759279010,2999-12-31,2020-09-01,Leslie,F,Pletcher
1962-11-22,ID13763362478,2020-02-28,2020-08-01,Jeannette,F,Miller
1961-08-25,ID13776754158,2017-10-01,2017-04-01,Chris,M,Mccreedy
1961-08-25,ID13776754158,2020-06-28,2018-07-01,Chris,M,Mccreedy
1964-06-26,ID13791248531,2999-12-31,2020-03-01,Sarah,F,Ross
1952-07-06,ID13795878565,2020-04-28,2020-07-01,Lynette,F,Quelette
1984-11-22,ID13802194300,2018-01-01,2017-07-01,James,M,Vrabel
1984-11-22,ID13802194300,2020-02-28,2018-10-01,James,M,Vrabel
1955-06-14,ID13815412835,2999-12-31,2018-03-01,Susan,F,Castle
1965-08-20,ID13817007888,2999-12-31,2019-04-01,Sarah,F,Ahmann
1966-01-23,ID13826924534,2999-12-31,2019-10-01,Sally,F,Heras
1954-11-26,ID13859326990,2020-07-28,2019-08-01,Charles,M,Schier
1954-11-26,ID13859326990,2018-11-01,2018-05-01,Charles,M,Schier
1954-04-13,ID13911331468,2999-12-31,2020-08-01,Caitlin,F,Taylor
1965-09-04,ID13912386303,2020-05-28,2019-02-01,Peter,M,Jefferson
1957-02-01,ID13920744496,2020-04-28,2018-06-01,Jeremy,M,Poulin
1966-04-03,ID13921431056,2019-05-01,2018-11-01,Oscar,M,Rodriguez
1966-04-03,ID13921431056,2999-12-31,2020-02-01,Oscar,M,Rodriguez
1950-11-20,ID13949422918,2999-12-31,2019-01-01,Fiona,F,Ashley
1980-12-06,ID13978683178,2020-07-28,2018-07-01,Shelia,F,Alexander
1980-12-06,ID13978683178,2017-10-01,2017-04-01,Shelia,F,Alexander
1959-10-01,ID14003487327,2999-12-31,2019-10-01,Margaret,F,Wilson
1960-10-14,ID14035980677,2999-12-31,2020-09-01,Nancy,F,Hutto
1957-04-30,ID14061712380,2020-03-28,2020-01-01,Dominic,M,Segovia
1965-11-03,ID14086510482,2999-12-31,2020-09-01,Chase,M,Mettler
1967-12-24,ID14088549846,2999-12-31,2018-08-01,Paula,F,Galindo
1974-07-03,ID14119686726,2020-06-28,2020-04-01,Ahmed,M,Chen
1964-07-01,ID14150790616,2020-03-28,2020-09-01,Maricela,F,Blackman
1975-02-13,ID14168678145,2999-12-31,2020-08-01,Georgianna,F,Phillips
1975-02-13,ID14168678145,2019-11-01,2019-05-01,Georgianna,F,Phillips
1959-06-29,ID14208219455,2999-12-31,2020-01-01,Jon,M,Gonzales
1992-07-21,ID14212390452,2999-12-31,2018-02-01,Maria,F,Butler
1954-02-08,ID14231911798,2020-04-28,2020-03-01,Anthony,M,Cook
1954-02-08,ID14231911798,2019-06-01,2018-12-01,Anthony,M,Cook
1964-04-19,ID14242232623,2999-12-31,2018-05-01,Stefany,F,Navarro
1946-08-27,ID14279831755,2999-12-31,2020-10-01,Teresa,F,Sizemore
1946-08-27,ID14279831755,2020-01-01,2019-07-01,Teresa,F,Sizemore
1993-07-18,ID14321824160,2018-01-01,2017-07-01,Colby,M,Fairbairn
1993-07-18,ID14321824160,2999-12-31,2018-10-01,Colby,M,Fairbairn
1986-12-22,ID14323205446,2999-12-31,2019-03-01,Kristy,F,Sargent
1973-09-29,ID14341552413,2999-12-31,2019-01-01,Mary,F,Love
1973-09-29,ID14341552413,2018-04-01,2017-10-01,Mary,F,Love
1967-07-19,ID14345055376,2020-04-28,2019-05-01,Jacelyn,F,Rodriguez
1973-06-18,ID14381964804,2020-05-28,2018-09-01,Carmen,F,Palesano
1960-12-03,ID14406003502,2020-06-28,2018-02-01,Melissa,F,Ballard
1959-05-06,ID14446188675,2999-12-31,2018-06-01,Cynthia,F,Oliver
1975-01-05,ID14459679273,2999-12-31,2018-06-01,Patricia,F,White
1984-07-12,ID14479672737,2020-07-28,2018-05-01,Kevin,M,Evan
1984-07-12,ID14479672737,2017-08-01,2017-02-01,Kevin,M,Evan
1971-04-05,ID14509074639,2999-12-31,2020-03-01,James,M,Skolnick
1966-08-25,ID14572726378,2019-11-01,2019-05-01,Fred,M,Innocent
1966-08-25,ID14572726378,2999-12-31,2020-08-01,Fred,M,Innocent
1955-04-12,ID14597288299,2999-12-31,2020-09-01,Stephanie,F,Fraise
1965-07-10,ID14603563108,2020-02-28,2018-03-01,Melissa,F,Snyder
1956-05-07,ID14692007663,2020-02-28,2018-10-01,Tawnya,F,Gliem
1970-02-04,ID14716002066,2020-03-28,2018-08-01,Jacqueline,F,Pina
1962-07-15,ID14744110549,2018-12-01,2018-06-01,Dana,F,Debord
1962-07-15,ID14744110549,2020-02-28,2019-09-01,Dana,F,Debord
1952-06-07,ID14792386143,2020-06-28,2018-01-01,Mary,F,Bellamy
1952-06-07,ID14792386143,2017-04-01,2016-10-01,Mary,F,Bellamy
1970-03-29,ID14793997431,2999-12-31,2020-04-01,Elizabeth,F,Lewis
1971-11-21,ID14848717676,2999-12-31,2019-10-01,Monique,F,Hook
1971-11-21,ID14848717676,2019-01-01,2018-07-01,Monique,F,Hook
1988-09-08,ID14858736280,2999-12-31,2018-09-01,Dessie,F,Gonzalez
1971-12-30,ID14866011765,2020-05-28,2018-06-01,Tamara,F,Anderson
1971-12-30,ID14866011765,2017-09-01,2017-03-01,Tamara,F,Anderson
1970-04-23,ID14896596144,2019-05-01,2018-11-01,Jacqueline,F,Mcelroy
1970-04-23,ID14896596144,2999-12-31,2020-02-01,Jacqueline,F,Mcelroy
1948-11-09,ID14898956380,2999-12-31,2018-05-01,Christopher,M,Trevino
1974-03-02,ID14977495094,2020-07-28,2018-02-01,Betty,F,Unknow
